qid;sexp;query
1781;(VALUE (85089NED (MSR 80100_1 (WHERE (DIM PrognoseInterval MOG0067) (DIM TC 2064JJ00)))));Aantal volwassenen in 2033 verwachting bovengrens
1782;(VALUE (85089NED (MSR T001038_1 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2033JJ00)))));Levensverwachting 2023
1782;(VALUE (85089NED (MSR T001038_1 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2033JJ00)))));levensverwachting bij geboorte in 2023
1783;(VALUE (85089NED (MSR D000117 (WHERE (DIM PrognoseInterval MOG0067)))));Ondergrens groene druk
1784;(VALUE (85089NED (MSR 4000_1 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2037JJ00)))));Levensverwachting bij geboorte bovengrens vrouwen in 2037
1784;(VALUE (85089NED (MSR 4000_1 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2037JJ00)))));Vrouwen levensverwachting 2037 bovengrens
1786;(VALUE (85089NED (MSR T001038_2 (WHERE (DIM TC 2063JJ00)))));Levensverwachting bejaarden 2063
1786;(VALUE (85089NED (MSR T001038_2 (WHERE (DIM TC 2063JJ00)))));Levensverwachting 2063 65-plussers
1787;(VALUE (85089NED (MSR D000110_2 (WHERE (DIM PrognoseInterval MOG0095)))));Demografische druk ondergrens
1787;(VALUE (85089NED (MSR D000110_2 (WHERE (DIM PrognoseInterval MOG0095)))));verhouding druk prognose ondergrens
1788;(VALUE (85089NED (MSR 3000_1 (WHERE (DIM PrognoseInterval MBG0095) (DIM TC 2039JJ00)))));Levensverwachting mannen in 2039
1788;(VALUE (85089NED (MSR 3000_1 (WHERE (DIM PrognoseInterval MBG0095) (DIM TC 2039JJ00)))));Levensverwachting heren 2039
1788;(VALUE (85089NED (MSR 3000_1 (WHERE (DIM PrognoseInterval MBG0095) (DIM TC 2039JJ00)))));wat is de levensverwachting van mannen in 2039?
1789;(VALUE (85089NED (MSR M000134 (WHERE (DIM TC 2021JJ00)))));Overledenen 2021
1789;(VALUE (85089NED (MSR M000134 (WHERE (DIM TC 2021JJ00)))));aantal doden 2021
1789;(VALUE (85089NED (MSR M000134 (WHERE (DIM TC 2021JJ00)))));sterfgevallen 2021
1789;(VALUE (85089NED (MSR M000134 (WHERE (DIM TC 2021JJ00)))));prognose sterfte 2021
1790;(VALUE (85089NED (MSR D000128 (WHERE (DIM PrognoseInterval MOG0067)))));Aantal levend geboren kinderen
1790;(VALUE (85089NED (MSR D000128 (WHERE (DIM PrognoseInterval MOG0067)))));verwachting aantal geboren kinderen
1791;(VALUE (85089NED (MSR D000116 (WHERE (DIM TC 2057JJ00)))));Verhouding ouderen 2057
1791;(VALUE (85089NED (MSR D000116 (WHERE (DIM TC 2057JJ00)))));grijze druk 2057
1792;(VALUE (85089NED (MSR D000116 (WHERE (DIM TC 2028JJ00)))));Grijze druk 2028
1792;(VALUE (85089NED (MSR D000116 (WHERE (DIM TC 2028JJ00)))));verhouding ouderen ten opzichte van jongeren in 2028
1793;(VALUE (85089NED (MSR D000128 (WHERE (DIM TC 2065JJ00) (DIM PrognoseInterval MBG0095)))));Bovengrens levend geboren kinderen 2065
1794;(VALUE (85089NED (MSR D000117 (WHERE (DIM TC 2051JJ00)))));Groene druk 2051
1794;(VALUE (85089NED (MSR D000117 (WHERE (DIM TC 2051JJ00)))));Prognose verhouding jongeren ouderen 2051
1795;(VALUE (85089NED (MSR 80100_1 (WHERE (DIM PrognoseInterval MOG0095)))));Verwachting bevolking volwassenen ondergrens
1796;(VALUE (85224NED (MSR 3001070 (WHERE (DIM TC 2017JJ00)))));Aantal werkzoekende 2017
1796;(VALUE (85224NED (MSR 3001070 (WHERE (DIM TC 2017JJ00)))));arbeidsongeschiktheid 2017
1797;(VALUE (85224NED (MSR 2018700_1 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2018KW02)))));Aantal werkende laag onderwijs 2018 tweede kwart
1798;(VALUE (85224NED (MSR M001796_2 (WHERE (DIM TC 2014JJ00) (DIM SeizoenEnWerkdagcorrectie A042501)))));Percentage werkenden 2014
1798;(VALUE (85224NED (MSR M001796_2 (WHERE (DIM TC 2014JJ00) (DIM SeizoenEnWerkdagcorrectie A042501)))));Deel werkende mensen 2014
1799;(VALUE (85224NED (MSR 3000790_2 (WHERE (DIM TC 2015KW02) (DIM SeizoenEnWerkdagcorrectie A050903)))));Totale beroepsbevolking tweede kwart 2015
1799;(VALUE (85224NED (MSR 3000790_2 (WHERE (DIM TC 2015KW02) (DIM SeizoenEnWerkdagcorrectie A050903)))));totaal aantal werkenden tweede seizoen 2025
1800;(VALUE (85224NED (MSR 3000810 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501)))));Niet werkenden
1800;(VALUE (85224NED (MSR 3000810 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501)))));Werklozen
1800;(VALUE (85224NED (MSR 3000810 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501)))));onbenut arbeidspotentieel
1801;(VALUE (85224NED (MSR 2018740_2 (WHERE (DIM TC 2020KW04) (DIM SeizoenEnWerkdagcorrectie A042501)))));Werkende HBO'ers eind 2020
1801;(VALUE (85224NED (MSR 2018740_2 (WHERE (DIM TC 2020KW04) (DIM SeizoenEnWerkdagcorrectie A042501)))));werkende HBO'ers laatste kwartaal 2020
1801;(VALUE (85224NED (MSR 2018740_2 (WHERE (DIM TC 2020KW04) (DIM SeizoenEnWerkdagcorrectie A042501)))));HBO werkenden winter 2020
1801;(VALUE (85224NED (MSR 2018740_2 (WHERE (DIM TC 2020KW04) (DIM SeizoenEnWerkdagcorrectie A042501)))));HBO werkenden Q4 2020
1802;(VALUE (85224NED (MSR 2018700_3 (WHERE (DIM TC 2015KW04) (DIM SeizoenEnWerkdagcorrectie A042501)))));Hoeveel lager opgeleiden werkten er eind 2015?
1802;(VALUE (85224NED (MSR 2018700_3 (WHERE (DIM TC 2015KW04) (DIM SeizoenEnWerkdagcorrectie A042501)))));Aantal laag opgeleiden werkenden 4e kwart 2015
1802;(VALUE (85224NED (MSR 2018700_3 (WHERE (DIM TC 2015KW04) (DIM SeizoenEnWerkdagcorrectie A042501)))));Laag opgeleide werkenden Q4 2015
1803;(VALUE (85224NED (MSR 2021340 (WHERE (DIM TC 2018KW03) (DIM SeizoenEnWerkdagcorrectie A042501)))));Werknemers met een flexibel contract 3e kwartaal van 2018
1803;(VALUE (85224NED (MSR 2021340 (WHERE (DIM TC 2018KW03) (DIM SeizoenEnWerkdagcorrectie A042501)))));Aantal flexcontracten derde 2018
1803;(VALUE (85224NED (MSR 2021340 (WHERE (DIM TC 2018KW03) (DIM SeizoenEnWerkdagcorrectie A042501)))));Hoeveelheid flexibele werknemers eind 2018
1804;(VALUE (85224NED (MSR 2021320_2 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903)))));Hoeveel werkenden?
1804;(VALUE (85224NED (MSR 2021320_2 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903)))));Hoeveel personen werken er? Aantal arbeiders
1805;(VALUE (85224NED (MSR 30000811 (WHERE (DIM TC 2019KW01) (DIM SeizoenEnWerkdagcorrectie A050903)))));Kortdurende werklozen lente 2019
1806;(VALUE (85224NED (MSR 2018740_3 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501)))));Hoeveel werkende MBO'ers
1806;(VALUE (85224NED (MSR 2018740_3 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501)))));Aandeel werkende middelbaar beroepsonderwijs
1807;(VALUE (85224NED (MSR 2018740_2 (WHERE (DIM TC 2022KW04) (DIM SeizoenEnWerkdagcorrectie A050903)))));Aantal MBO eind 2022
1807;(VALUE (85224NED (MSR 2018740_2 (WHERE (DIM TC 2022KW04) (DIM SeizoenEnWerkdagcorrectie A050903)))));Hoeveel middelbaar opgeleiden winter 2022
1808;(VALUE (85224NED (MSR 2018790_1 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2017KW03)))));Hoeveel hoger opgeleiden in derde kwartaal van 2017?
1808;(VALUE (85224NED (MSR 2018790_1 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2017KW03)))));HBO Q3 2017
1809;(VALUE (85224NED (MSR 3000800_2 (WHERE (DIM TC 2014KW04) (DIM SeizoenEnWerkdagcorrectie A050903)))));Hoeveel werklozen in vierde kwartaal 2014?
1810;(VALUE (85224NED (MSR 2018790_3 (WHERE (DIM TC 2013KW03) (DIM SeizoenEnWerkdagcorrectie A042501)))));Aandeel werkende HBO'ers 3e kwartaal 2013
1810;(VALUE (85224NED (MSR 2018790_3 (WHERE (DIM TC 2013KW03) (DIM SeizoenEnWerkdagcorrectie A042501)))));Hoeveel mensen uit het hoger onderwijs werkten in het derde kwartaal van 2013?
1811;(VALUE (85224NED (MSR 2021240 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501)))));Hoeveel werkende mensen?
1811;(VALUE (85224NED (MSR 2021240 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501)))));Aantal werkende voltijd
1811;(VALUE (85224NED (MSR 2021240 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501)))));Voltijdsmedewerkers
1812;(VALUE (85224NED (MSR 2021430 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903)))));Hoeveel ZZP'ers
1813;(VALUE (85224NED (MSR 2021320_2 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2020KW03)))));Hoeveel werknemers waren er in het derde kwartaal van 2020?
1814;(VALUE (85224NED (MSR M001906 (WHERE (DIM TC 2018KW01)))));Hoeveel mensen waren er werkloos begin 2018?
1814;(VALUE (85224NED (MSR M001906 (WHERE (DIM TC 2018KW01)))));Aantal werklozen eerste kwart 2018
1815;(VALUE (85224NED (MSR 2021240 (WHERE (DIM TC 2021KW02) (DIM SeizoenEnWerkdagcorrectie A042501)))));Hoeveel mensen werkten er voltijd in de tweede helft van 2021?
1815;(VALUE (85224NED (MSR 2021240 (WHERE (DIM TC 2021KW02) (DIM SeizoenEnWerkdagcorrectie A042501)))));Voltijdsmedewerkers tweede helft 2021
