qid;sexp;query
996;(VALUE (37296ned (MSR 70501_1 (WHERE (DIM TC 1952JJ00)))));hoeveel dertigers in nederland in 1952
997;(VALUE (37296ned (MSR H007119_2 (WHERE (DIM TC 2019JJ00)))));migranten uit de Antillen 2019
997;(VALUE (37296ned (MSR H007119_2 (WHERE (DIM TC 2019JJ00)))));migratie caribisch nederland 2019
998;(VALUE (37296ned (MSR M000114 (WHERE (DIM TC 1958JJ00)))));grootte van gezinnen 1958
999;(VALUE (37296ned (MSR 70501_2 (WHERE (DIM TC 2014JJ00)))));relatief aantal twintigers in 2014
999;(VALUE (37296ned (MSR 70501_2 (WHERE (DIM TC 2014JJ00)))));28-jarigen relatief gezien in 2014
1000;(VALUE (37296ned (MSR 2012605_3 (WHERE (DIM TC 2016JJ00)))));aantal migranten 2016
1000;(VALUE (37296ned (MSR 2012605_3 (WHERE (DIM TC 2016JJ00)))));hoeveel migranten waren er in 2016
1001;(VALUE (37296ned (MSR D000110_2 (WHERE (DIM TC 1963JJ00)))));demografische druk in 1963
1002;(VALUE (37296ned (MSR 21700_2 (WHERE (DIM TC 1994JJ00)))));80 plussers in 1994 ten opzichte van gehele bevolking
1003;(VALUE (37296ned (MSR M000167 (WHERE (DIM TC 1953JJ00)))));immigranten in 1953
1003;(VALUE (37296ned (MSR M000167 (WHERE (DIM TC 1953JJ00)))));immigratie 1953
1004;(VALUE (37296ned (MSR H008673_1 (WHERE (DIM TC 2012JJ00)))));marokkaanse bevolking in 2012
1004;(VALUE (37296ned (MSR H008673_1 (WHERE (DIM TC 2012JJ00)))));aantal marokkanen 2012
1005;(VALUE (37296ned (MSR 3000_1 (WHERE (DIM TC 1952JJ00)))));aantal mannen 1952
1006;(VALUE (37296ned (MSR D000117 (WHERE (DIM TC 2002JJ00)))));groene druk in 2002
1007;(VALUE (37296ned (MSR H007119_1 (WHERE (DIM TC 2012JJ00)))));antilianen gemigreerd 2012
1008;(VALUE (37296ned (MSR D000110_2 (WHERE (DIM TC 1970JJ00)))));demografische druk 1970
1009;(VALUE (37296ned (MSR 3000_1 (WHERE (DIM TC 2013JJ00)))));aantal mannen in 2013
1009;(VALUE (37296ned (MSR 3000_1 (WHERE (DIM TC 2013JJ00)))));mannelijke bevolking 2013
1010;(VALUE (37296ned (MSR A008188_2 (WHERE (DIM TC 2000JJ00)))));bevolking met overig westerse migratieachtergrond 2000
1011;(VALUE (37296ned (MSR 10000_2 (WHERE (DIM TC 1972JJ00)))));totale bevolking in 1972
1011;(VALUE (37296ned (MSR 10000_2 (WHERE (DIM TC 1972JJ00)))));wat was de totale bevolking van nederland in 1972
1012;(VALUE (37296ned (MSR M000244_1 (WHERE (DIM TC 2006JJ00)))));migratiesaldo 2006
1012;(VALUE (37296ned (MSR M000244_1 (WHERE (DIM TC 2006JJ00)))));migratie saldo 2006
1012;(VALUE (37296ned (MSR M000244_1 (WHERE (DIM TC 2006JJ00)))));wat was het migratiesaldo in 2006
1013;(VALUE (37296ned (MSR M000100 (WHERE (DIM TC 1960JJ00)))));bevolkingsdichtheid in 1960
1013;(VALUE (37296ned (MSR M000100 (WHERE (DIM TC 1960JJ00)))));wat was de bevolkingsdichtheid in 1960
1014;(VALUE (37296ned (MSR 4000_2 (WHERE (DIM TC 1982JJ00)))));gemiddelde leeftijd van vrouwen in 1982
1015;(VALUE (37296ned (MSR M000114 (WHERE (DIM TC 1985JJ00)))));hoe groot waren gezinnen in 1985
1015;(VALUE (37296ned (MSR M000114 (WHERE (DIM TC 1985JJ00)))));gezinsgrootte 1985
1016;(VALUE (37422ned (MSR T001111_2 (WHERE (DIM TC 1982JJ00)))));leeftijd van moeder bij geboortes 1982
1017;(VALUE (37422ned (MSR M004462 (WHERE (DIM TC 2012JJ00)))));vervangingsfactor bevolking in 2012
1018;(VALUE (37422ned (MSR M004462 (WHERE (DIM TC 1972JJ00)))));vervangingsfactor van 1972
1019;(VALUE (37422ned (MSR A025237 (WHERE (DIM TC 1971JJ00)))));geboren eenlingen 1971
1020;(VALUE (37422ned (MSR A019378_2 (WHERE (DIM TC 1977JJ00)))));wat was de gemiddelde leeftijd van een moeder bij het eerste kind in 1977
1021;(VALUE (37422ned (MSR A019381_2 (WHERE (DIM TC 2003JJ00)))));leeftijd van moeder bij geboorte van 5e kind 2003
1022;(VALUE (37422ned (MSR 21100 (WHERE (DIM TC 2020JJ00)))));moeders van 50 plus in 2020
1023;(VALUE (37422ned (MSR A019380_2 (WHERE (DIM TC 2018JJ00)))));leeftijd van de moeder bij geboorte van het derde kind in 2018
1024;(VALUE (37422ned (MSR D003494 (WHERE (DIM TC 1950JJ00)))));gemiddeld aantal eerste kind per vrouw in 1950
1025;(VALUE (37422ned (MSR A019380_2 (WHERE (DIM TC 1994JJ00)))));leeftijd van moeder bij geboorte van het 3e kind in 1994
1026;(VALUE (37422ned (MSR T001111_2 (WHERE (DIM TC 1990JJ00)))));gemiddelde leeftijd moeder bij geboorte kind 1990
1029;(VALUE (37422ned (MSR M003499_2 (WHERE (DIM TC 2000JJ00)))));aantal kinderen per man in 2000
1030;(VALUE (37422ned (MSR D003483 (WHERE (DIM TC 1975JJ00)))));jongens tweelingen geboren in 1975
1031;(VALUE (37422ned (MSR 41400 (WHERE (DIM TC 2012JJ00)))));geboortes bij tienermoeders 2012
1031;(VALUE (37422ned (MSR 41400 (WHERE (DIM TC 2012JJ00)))));hoeveel geboortes bij moeders onder de 20 in 2012
1032;(VALUE (37422ned (MSR 1010 (WHERE (DIM TC 1974JJ00)))));ongehuwde moeders bij geboorte in 1974
1033;(VALUE (37422ned (MSR A019381_1 (WHERE (DIM TC 1970JJ00)))));hoeveel geboortes waren het 4e kind of meer in 1970
1034;(VALUE (37422ned (MSR M004456 (WHERE (DIM TC 2014JJ00)))));gemiddelde leeftijd van de vader bij geboorte van kind in 2014
1036;(VALUE (37789ksz (MSR D000286 (WHERE (DIM TC 2006MM06)))));aantal wajong uitkeringen in juni 2006
1037;(VALUE (37789ksz (MSR 90200 (WHERE (DIM TC 2007MM04)))));aantal bijstandsuitkeringen bij gepensioneerden in april 2007
1037;(VALUE (37789ksz (MSR 90200 (WHERE (DIM TC 2007MM04)))));bijstandsuitkeringen boven AOW leeftijd april 2007
1038;(VALUE (37789ksz (MSR D000192 (WHERE (DIM TC 2014MM08)))));hoeveel mensen hadden een anw uitkering in augustus 2014
1039;(VALUE (37789ksz (MSR D000236 (WHERE (DIM TC 2012MM09)))));hoeveel iva uitkeringen zijn er verstrekt n september 2012
1040;(VALUE (37789ksz (MSR D000292 (WHERE (DIM TC 2018MM02)))));hoeveelheid uitgegeven wga uitkeringen in februari van 2018
1041;(VALUE (37789ksz (MSR D000192 (WHERE (DIM TC 2006MM11)))));aantal uitgegeven anw uitkeringen november 2006
1042;(VALUE (37789ksz (MSR D000236 (WHERE (DIM TC 2016MM02)))));iva uitkeringen verkregen in februari 2016
1043;(VALUE (37789ksz (MSR M006400 (WHERE (DIM TC 2004MM12)))));aantal gecorrigeerde werkloosheidsuitkeringen in december 2004
1044;(VALUE (37789ksz (MSR D000233 (WHERE (DIM TC 2009MM03)))));aantal IOAW-uitkeringen van maart 2009
1045;(VALUE (37789ksz (MSR D000198_2 (WHERE (DIM TC 2003MM02)))));aantal arbeidsongeschiktheidsuitkeringen in februari 2003
1046;(VALUE (37789ksz (MSR D003284 (WHERE (DIM TC 2005MM01)))));aantal IOAZ-uitkeringen in januari 2005
1047;(VALUE (37789ksz (MSR D000236 (WHERE (DIM TC 2019MM12)))));aantal IVA uitkeringen verstrekt in december 2019
1048;(VALUE (37789ksz (MSR D000292 (WHERE (DIM TC 2015MM10)))));WGA uitkeringen uitgegeven in oktober van 2015
1049;(VALUE (37789ksz (MSR D007076_2 (WHERE (DIM TC 2005MM09)))));ongecorrigeerde werkloosheidsuitkeringen in september 2005
1050;(VALUE (37789ksz (MSR 90200 (WHERE (DIM TC 2021MM09)))));aantal bijstandsuitkeringen bij gepensioneerden in september 2021
1050;(VALUE (37789ksz (MSR 90200 (WHERE (DIM TC 2021MM09)))));bijstandsuitkeringen boven AOW leeftijd september 2021
1051;(VALUE (37789ksz (MSR D000292 (WHERE (DIM TC 2019MM01)))));hoeveel mensen hadden een wga uitkering in januari 2019
1052;(VALUE (37789ksz (MSR M006400 (WHERE (DIM TC 2002MM11)))));seizoensgecorrigeerde aantal werkloosheid uitkeringen november 2002
1053;(VALUE (37789ksz (MSR 90200 (WHERE (DIM TC 2015MM02)))));aantal bijstandsuitkeringen bij gepensioneerden in februari 2015
1053;(VALUE (37789ksz (MSR 90200 (WHERE (DIM TC 2015MM02)))));bijstandsuitkeringen boven AOW leeftijd februari 2015
1054;(VALUE (37789ksz (MSR D000198_2 (WHERE (DIM TC 2002JJ00)))));aantal arbeidsongeschiktheidsuitkeringen in 2002
1055;(VALUE (37789ksz (MSR D000233 (WHERE (DIM TC 2021MM07)))));aantal ioaw uitkeringen in juli 2021
1056;(VALUE (37979ned (MSR M000181_1 (WHERE (DIM TC 1992JJ00) (DIM Geslacht 4000)))));aantal gestorven meisjes baby's in 1992
1057;(VALUE (37979ned (MSR D005089_2 (WHERE (DIM TC 2017JJ00) (DIM Geslacht 3000)))));sterfte ongeboren mannen 2017
1069;(VALUE (37979ned (MSR M000134_1 (WHERE (DIM Geslacht T001038)))));totaal aantal overledenen
1155;(VALUE (81358ned (MSR M002401 (WHERE (DIM LandVanUiteindelijkeZeggenschapUCI L007935)))));THE END
1595;(VALUE (84114NED (MSR M006496_1 (WHERE (DIM TC 2020JJ00)))));Hoeveel verdiende de overheid in 2020?
1595;(VALUE (84114NED (MSR M006496_1 (WHERE (DIM TC 2020JJ00)))));Overheidsinkomsten 2020
1595;(VALUE (84114NED (MSR M006496_1 (WHERE (DIM TC 2020JJ00)))));Wat waren de inkomsten van de overheid in 2020? Inkomen van de overheid 2020
1596;(VALUE (84297NED (MSR M006732 (WHERE (DIM TC 2000JJ00)))));Productie gewassen in 2000
1597;(VALUE (84297NED (MSR M003300 (WHERE (DIM TC 2016JJ00) (DIM Landen L008691)))));Opbrengst loonwerk agrarische sector in 2016
1597;(VALUE (84297NED (MSR M003300 (WHERE (DIM TC 2016JJ00) (DIM Landen L008691)))));verdiensten loonwerk landbouw 2016
1597;(VALUE (84297NED (MSR M003300 (WHERE (DIM TC 2016JJ00) (DIM Landen L008691)))));verkoop melkveequota 2016
1598;(VALUE (84297NED (MSR A044451 (WHERE (DIM Landen L008671) (DIM TC 2021JJ00)))));Landbouwsubsidies Malta 2021
1599;(VALUE (84297NED (MSR M006748 (WHERE (DIM Landen L008657) (DIM TC 2007JJ00)))));Hoe groot was de veeteelt in Letland in 2007?
1600;(VALUE (84297NED (MSR M000245 (WHERE (DIM TC 2007JJ00) (DIM Landen L008654)))));Verschil inkomen landbouw in Kroatië tussen 2006 en 2007
1601;(VALUE (84297NED (MSR M003281 (WHERE (DIM Landen L008629)))));Inkomensindex landbouw Ierland
1602;(VALUE (84297NED (MSR M006732 (WHERE (DIM Landen L008615)))));Verkoop planten Griekenland
1602;(VALUE (84297NED (MSR M006732 (WHERE (DIM Landen L008615)))));productie groententeelt Griekenland
1602;(VALUE (84297NED (MSR M006732 (WHERE (DIM Landen L008615)))));Hoeveelheid groententeeld griekenland
1603;(VALUE (84297NED (MSR M006748 (WHERE (DIM TC 2020JJ00)))));Veeteelt in 2020
1603;(VALUE (84297NED (MSR M006748 (WHERE (DIM TC 2020JJ00)))));Productie vee 2020
1603;(VALUE (84297NED (MSR M006748 (WHERE (DIM TC 2020JJ00)))));Omzet vee 2020
1603;(VALUE (84297NED (MSR M006748 (WHERE (DIM TC 2020JJ00)))));Productie 2020 handel in dieren
1604;(VALUE (84297NED (MSR M000245 (WHERE (DIM Landen L008588) (DIM TC 2017JJ00)))));Hoe groot was het verschil in landbouwinkomen in Denemarken ten opzichte van het jaar daarvoor in 2017?
1611;(VALUE (84297NED (MSR M006748 (WHERE (DIM TC 1995JJ00)))));Wat wat de output van veeteelt in 1995
1611;(VALUE (84297NED (MSR M006748 (WHERE (DIM TC 1995JJ00)))));Totaal opbrengst vee 1995
1612;(VALUE (84297NED (MSR D004082 (WHERE (DIM Landen L008629)))));Zuivelproducten Ierland
1612;(VALUE (84297NED (MSR D004082 (WHERE (DIM Landen L008629)))));productie zuivel Ierland
1612;(VALUE (84297NED (MSR D004082 (WHERE (DIM Landen L008629)))));omzet dierlijke producten Ierland
1613;(VALUE (84297NED (MSR M006732 (WHERE (DIM Landen L008605) (DIM TC 2017JJ00)))));Omzet planten Frankrijk 2017
1613;(VALUE (84297NED (MSR M006732 (WHERE (DIM Landen L008605) (DIM TC 2017JJ00)))));Hoeveel leverden gewassen op voor Frankrijk in 2017?
1614;(VALUE (84297NED (MSR M002480 (WHERE (DIM Landen L008749)))));Hoeveel mensen werken er in de landbouw in Spanje?
1615;(VALUE (84297NED (MSR A044447 (WHERE (DIM TC 2000JJ00)))));Landbouwbelasting in 2000
1713;(VALUE (84847NED (MSR M003447_1 (WHERE (DIM GC PV30)))));Aantal gestarte diensten huishoudelijk geweld Noord Brabant
1714;(VALUE (84847NED (MSR M004357_2 (WHERE (DIM GC GM0668) (DIM TC 2019HJ02)))));Hoeveel gestarte casussen van huishoudelijk geweld waren er in Maas en Waal in het tweede half jaar van 2019?
1715;(VALUE (84847NED (MSR M004358_2 (WHERE (DIM GC GM1731) (DIM TC 2021JJ00)))));Hoeveel casussen van huiselijk geweld waren er in midden drenthe in 2021?
1716;(VALUE (84871NED (MSR 80000_2 (WHERE (DIM PrognoseInterval MBG0095) (DIM TC 2026JJ00)))));Wat is de bevolkingsprognose bovengrens van jongeren in 2026?
1717;(VALUE (84871NED (MSR 80100_1 (WHERE (DIM TC 2028JJ00) (DIM PrognoseInterval MBG0095)))));Prognose volwassenen in 2028 bovengrens
1718;(VALUE (84871NED (MSR 80200_2 (WHERE (DIM PrognoseInterval MOG0095)))));Verwachting bovengrens bevolking ouderen
1719;(VALUE (84871NED (MSR 80000_1 (WHERE (DIM TC 2028JJ00)))));Verwachting jongeren 2028
1719;(VALUE (84871NED (MSR 80000_1 (WHERE (DIM TC 2028JJ00)))));prognose aantal jongeren in 2028
1719;(VALUE (84871NED (MSR 80000_1 (WHERE (DIM TC 2028JJ00)))));Verwachting aantal kinderen in 2028
1720;(VALUE (84871NED (MSR 80200_2 (WHERE (DIM TC 2039JJ00) (DIM PrognoseInterval MW00000)))));Hoeveel bejaarden zijn er in 2039
1720;(VALUE (84871NED (MSR 80200_2 (WHERE (DIM TC 2039JJ00) (DIM PrognoseInterval MW00000)))));? Hoeveel ouderen leven er in Nederland in 2039?
1721;(VALUE (84871NED (MSR 3000_1 (WHERE (DIM PrognoseInterval MOG0067)))));Wat is de levensverwachting van mannen ondergrens
1722;(VALUE (84871NED (MSR T001038_1 (WHERE (DIM PrognoseInterval MOG0067)))));Wat is de ondergrens levensverwachting
1722;(VALUE (84871NED (MSR T001038_1 (WHERE (DIM PrognoseInterval MOG0067)))));verwachte levensverwachting ondergrens
1722;(VALUE (84871NED (MSR T001038_1 (WHERE (DIM PrognoseInterval MOG0067)))));Ondergrens prognose levensverwachting
1723;(VALUE (84871NED (MSR 80200_2 (WHERE (DIM TC 2028JJ00) (DIM PrognoseInterval MBG0067)))));Hoeveel 65-plussers zijn er in 2028 op de bovengrens? Bovengrens prognose aantal ouderen in 2028
1724;(VALUE (84871NED (MSR M000168 (WHERE (DIM TC 2069JJ00)))));Verwachte emigratie in 2069
1724;(VALUE (84871NED (MSR M000168 (WHERE (DIM TC 2069JJ00)))));Aantal emigranten in 2069
1725;(VALUE (84871NED (MSR M000167 (WHERE (DIM TC 2033JJ00) (DIM PrognoseInterval MBG0067)))));bovengrens aantal immigranten 2033
1726;(VALUE (84871NED (MSR 80200_1 (WHERE (DIM TC 2023JJ00)))));Verwachte aantal ouderen 2023
1726;(VALUE (84871NED (MSR 80200_1 (WHERE (DIM TC 2023JJ00)))));hoeveelheid ouderen 2023
1726;(VALUE (84871NED (MSR 80200_1 (WHERE (DIM TC 2023JJ00)))));Hoeveel 65-plussers zijn er in 2023?
1727;(VALUE (84871NED (MSR 80100_2 (WHERE (DIM PrognoseInterval MOG0067) (DIM TC 2030JJ00)))));Wat is de prognose-ondergrens van het aantal volwassenen in 2030?
1728;(VALUE (84871NED (MSR D000110_2 (WHERE (DIM PrognoseInterval MBG0095)))));Verwachte demografische druk bovengrens
1729;(VALUE (84871NED (MSR 80100_1 (WHERE (DIM TC 2040JJ00)))));Hoeveel volwassenen zijn er in 2040?
1729;(VALUE (84871NED (MSR 80100_1 (WHERE (DIM TC 2040JJ00)))));Prognose 20 tot 65 jarigen in 2040
1730;(VALUE (84871NED (MSR 3000_2 (WHERE (DIM TC 2045JJ00) (DIM PrognoseInterval MW00000)))));Levensverwachting mannen in 2045
1731;(VALUE (84871NED (MSR D000116 (WHERE (DIM PrognoseInterval MOG0067)))));Ondergrens grijze druk
1732;(VALUE (84871NED (MSR M000244 (WHERE (DIM PrognoseInterval MOG0095) (DIM TC 2021JJ00)))));Ondergrens totale migratie
1733;(VALUE (84871NED (MSR 80200_2 (WHERE (DIM TC 2070JJ00)))));Hoeveel bejaarden in 2070?
1733;(VALUE (84871NED (MSR 80200_2 (WHERE (DIM TC 2070JJ00)))));Hoeveel mensen van vijfenzestig jaar en ouder leven er in 2070
1734;(VALUE (84871NED (MSR 4000_1 (WHERE (DIM TC 2056JJ00) (DIM PrognoseInterval MBG0067)))));Wat is de levensverwachting bovengrens van vrouwen in 2056
1735;(VALUE (84871NED (MSR M000167 (WHERE (DIM PrognoseInterval MW00000)))));Verwachting immigratie
1735;(VALUE (84871NED (MSR M000167 (WHERE (DIM PrognoseInterval MW00000)))));verwachting migratie vanuit het buitenland
1735;(VALUE (84871NED (MSR M000167 (WHERE (DIM PrognoseInterval MW00000)))));prognose aantal immigranten
1735;(VALUE (84871NED (MSR M000167 (WHERE (DIM PrognoseInterval MW00000)))));hoeveel immigranten
1736;(VALUE (84957NED (MSR M004369 (WHERE (DIM Vervoerstromen A045747) (DIM TC 2012JJ00)))));Hoeveel pijpleidingen zijn er vervoerd in het binnenland in 2012?
1737;(VALUE (84957NED (MSR M004367 (WHERE (DIM Vervoerstromen A045749)))));Uitvoer ladingtonkilometer van leidingen
1742;(VALUE (84957NED (MSR M004367 (WHERE (DIM TC 2014JJ00) (DIM Vervoerstromen T001448)))));Hoeveel ladingtonkilometer is het vervoerd in 2014?
1743;(VALUE (84957NED (MSR M004369 (WHERE (DIM Vervoerstromen T001448)))));Hoeveel ton leidingen is er vervoerd?
1744;(VALUE (84957NED (MSR M004369 (WHERE (DIM TC 2013JJ00) (DIM Vervoerstromen A045749)))));Hoeveel ton leidingen is er naar het buitenland vervoerd in 2013
1746;(VALUE (84957NED (MSR M004367 (WHERE (DIM Vervoerstromen T001448)))));Ladingtonkilometer pijpleidingen
1746;(VALUE (84957NED (MSR M004367 (WHERE (DIM Vervoerstromen T001448)))));Hoeveelheid pijpleidingen vervoerd in totaal
1756;(VALUE (85082NED (MSR 1016440 (WHERE (DIM TC 2045JJ00)))));Hoeveel thuiswonende kinderen zijn er in 2045?
1757;(VALUE (85082NED (MSR 1015115 (WHERE (DIM TC 2066JJ00)))));Hoeveel samenwonende zijn er in 2066?
1758;(VALUE (85082NED (MSR 1050015_2 (WHERE (DIM TC 2040JJ00)))));Wat is de hoeveelheid eenpersoonshuishoudens in 2040
1758;(VALUE (85082NED (MSR 1050015_2 (WHERE (DIM TC 2040JJ00)))));huishoudens van een persoon 2040
1759;(VALUE (85082NED (MSR 1011550 (WHERE (DIM TC 2028JJ00)))));Hoeveel vierpersoons huishoudens 2028
1759;(VALUE (85082NED (MSR 1011550 (WHERE (DIM TC 2028JJ00)))));Totaal huishoudens met vier personen 2028
1760;(VALUE (85082NED (MSR A048069 (WHERE (DIM TC 2060JJ00)))));Hoeveel huishoudens zijn er in 2060 waarvan het jongste kind tussen de 3 en zes jaar is?
1761;(VALUE (85082NED (MSR 1050190_3 (WHERE (DIM TC 2043JJ00)))));Hoeveel huishoudens met maar een ouder zijn er in 2043? Hoeveel huishoudens met een enkele voogd in 2043
1762;(VALUE (85082NED (MSR 1017850 (WHERE (DIM TC 2067JJ00)))));prognose huishoudens met 1 kind 2067
1762;(VALUE (85082NED (MSR 1017850 (WHERE (DIM TC 2067JJ00)))));houshoudens met een kind in 2067
1763;(VALUE (85082NED (MSR 1050215 (WHERE (DIM TC 2065JJ00)))));Verwachting aantal grote huishoudens in 2065
1765;(VALUE (85082NED (MSR 1050010_4 (WHERE (DIM TC 2069JJ00)))));Totaal huishoudens in 2069
1765;(VALUE (85082NED (MSR 1050010_4 (WHERE (DIM TC 2069JJ00)))));Wat is het totaal aantal verwachte huishoudens in 2069
1766;(VALUE (85082NED (MSR 1015110 (WHERE (DIM TC 2024JJ00)))));Hoeveel ouders wonen alleen in 2024?
1769;(VALUE (85082NED (MSR 1050190_3 (WHERE (DIM TC 2036JJ00)))));Wat is de prognose van het aantal huishoudens met één ouder in in 2036
1770;(VALUE (85082NED (MSR 1050215 (WHERE (DIM TC 2032JJ00)))));Hoeveel huisouders met een ouder en drie of meer kinderen in 2032
1772;(VALUE (85082NED (MSR 1015115 (WHERE (DIM TC 2022JJ00)))));Prognose samenwonenden in 2022
1773;(VALUE (85082NED (MSR 1011450 (WHERE (DIM TC 2022JJ00)))));Hoeveel tweepersoonshuishoudens zijn er verwacht in 2022?
1774;(VALUE (85082NED (MSR 1017850 (WHERE (DIM TC 2035JJ00)))));Wat is de hoeveelheid huishounds met 1 kind?
1775;(VALUE (85082NED (MSR 1015110 (WHERE (DIM TC 2063JJ00)))));Prognose aantal ouderen in huishoudens 2063
1781;(VALUE (85089NED (MSR 80100_1 (WHERE (DIM PrognoseInterval MOG0067) (DIM TC 2064JJ00)))));Aantal volwassenen in 2033 verwachting bovengrens
1782;(VALUE (85089NED (MSR T001038_1 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2033JJ00)))));Levensverwachting 2023
1782;(VALUE (85089NED (MSR T001038_1 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2033JJ00)))));levensverwachting bij geboorte in 2023
1783;(VALUE (85089NED (MSR D000117 (WHERE (DIM PrognoseInterval MOG0067)))));Ondergrens groene druk
1784;(VALUE (85089NED (MSR 4000_1 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2037JJ00)))));Levensverwachting bij geboorte bovengrens vrouwen in 2037
1784;(VALUE (85089NED (MSR 4000_1 (WHERE (DIM PrognoseInterval MBG0067) (DIM TC 2037JJ00)))));Vrouwen levensverwachting 2037 bovengrens
1786;(VALUE (85089NED (MSR T001038_2 (WHERE (DIM TC 2063JJ00)))));Levensverwachting bejaarden 2063
1786;(VALUE (85089NED (MSR T001038_2 (WHERE (DIM TC 2063JJ00)))));Levensverwachting 2063 65-plussers
1787;(VALUE (85089NED (MSR D000110_2 (WHERE (DIM PrognoseInterval MOG0095)))));Demografische druk ondergrens
1787;(VALUE (85089NED (MSR D000110_2 (WHERE (DIM PrognoseInterval MOG0095)))));verhouding druk prognose ondergrens
1788;(VALUE (85089NED (MSR 3000_1 (WHERE (DIM PrognoseInterval MBG0095) (DIM TC 2039JJ00)))));Levensverwachting mannen in 2039
1788;(VALUE (85089NED (MSR 3000_1 (WHERE (DIM PrognoseInterval MBG0095) (DIM TC 2039JJ00)))));Levensverwachting heren 2039
1788;(VALUE (85089NED (MSR 3000_1 (WHERE (DIM PrognoseInterval MBG0095) (DIM TC 2039JJ00)))));wat is de levensverwachting van mannen in 2039?
1789;(VALUE (85089NED (MSR M000134 (WHERE (DIM TC 2021JJ00)))));Overledenen 2021
1789;(VALUE (85089NED (MSR M000134 (WHERE (DIM TC 2021JJ00)))));aantal doden 2021
1789;(VALUE (85089NED (MSR M000134 (WHERE (DIM TC 2021JJ00)))));sterfgevallen 2021
1789;(VALUE (85089NED (MSR M000134 (WHERE (DIM TC 2021JJ00)))));prognose sterfte 2021
1790;(VALUE (85089NED (MSR D000128 (WHERE (DIM PrognoseInterval MOG0067)))));Aantal levend geboren kinderen
1790;(VALUE (85089NED (MSR D000128 (WHERE (DIM PrognoseInterval MOG0067)))));verwachting aantal geboren kinderen
1791;(VALUE (85089NED (MSR D000116 (WHERE (DIM TC 2057JJ00)))));Verhouding ouderen 2057
1791;(VALUE (85089NED (MSR D000116 (WHERE (DIM TC 2057JJ00)))));grijze druk 2057
1792;(VALUE (85089NED (MSR D000116 (WHERE (DIM TC 2028JJ00)))));Grijze druk 2028
1792;(VALUE (85089NED (MSR D000116 (WHERE (DIM TC 2028JJ00)))));verhouding ouderen ten opzichte van jongeren in 2028
